ID	Length	Gene	Product	EC	GO	COG	RefSeq	UniParc	UniRef
OW849313.1|integron_02|OW849313.1_41	157	dfrA27	trimethoprim-resistant dihydrofolate reductase DfrA27	1.5.1.3	GO:0004146			UPI00017219FA	UniRef100_A0A8E8H195,UniRef50_P11731,UniRef90_B2ZNP4
OW849313.1|integron_02|OW849313.1_42	281	aadA16	ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA16	2.7.7.47			WP_001749984.1	UPI000174F1BA	UniRef100_A0A068B2M4,UniRef50_P0AG05,UniRef90_B3V3X6
OW849313.1|integron_02|OW849313.1_43	115	qacEdelta1	quaternary ammonium compound efflux SMR transporter QacE delta 1		GO:0005886,GO:0016020,GO:0022857	COG2076,V	WP_000679427.1	UPI0000000BEC	UniRef100_P0AA22,UniRef50_P0AA22,UniRef90_P0AA22
OW849318.1|integron_01|OW849318.1_143	157	dfrA14	trimethoprim-resistant dihydrofolate reductase DfrA14	1.5.1.3	GO:0004146	COG0262,H	WP_004201280.1	UPI00005051FA	UniRef100_F8T8W2,UniRef50_P95524,UniRef90_F8T8W2
OW849318.1|integron_01|OW849318.1_144	94		Resolvease/recombinase					UPI00000D137B	UniRef100_A0A221ZPW9,UniRef50_A0A221ZPW9,UniRef90_A0A221ZPW9
OW849321.1|integron_01|OW849321.1_408	115	qacEdelta1	quaternary ammonium compound efflux SMR transporter QacE delta 1		GO:0005886,GO:0016020,GO:0022857	COG2076,V	WP_000679427.1	UPI0000000BEC	UniRef100_P0AA22,UniRef50_P0AA22,UniRef90_P0AA22
OW849321.1|integron_01|OW849321.1_409	150	arr-3	NAD(+)--rifampin ADP-ribosyltransferase Arr-3				WP_001749986.1	UPI000005E9A4	UniRef100_A0A5P1MSY4,UniRef50_A0A5P1MSY4,UniRef90_A0A5P1MSY4
OW849321.1|integron_01|OW849321.1_410	210	catB3	type B-3 chloramphenicol O-acetyltransferase CatB3	2.3.1.28	GO:0008811,GO:0016740,GO:0046677	COG0110,R	WP_000186237.1	UPI0000000D0A	UniRef100_P50868,UniRef50_P26841,UniRef90_P50868
OW849321.1|integron_01|OW849321.1_411	291	blaOXA	OXA-1 family class D beta-lactamase	3.5.2.6	GO:0008658,GO:0008800,GO:0017001,GO:0042597,GO:0046677	COG2602,V		UPI0001B22EC6	UniRef100_P13661,UniRef50_P13661,UniRef90_P13661
OW849321.1|integron_01|OW849321.1_412	199	aac(6')-Ib	fluoroquinolone-acetylating aminoglycoside 6'-N-acetyltransferase AAC(6')-Ib-cr	2.3.1.82			WP_001749987.1	UPI00002265A7	UniRef100_C7S9C9,UniRef50_P19650,UniRef90_C7S9C9
OW849321.1|integron_01|OW849321.1_413	259	aadA1	ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA1	2.7.7.47					UniRef50_Q51348,UniRef90_A5YVY0
OW849321.1|integron_01|OW849321.1_414	78	dfrB1	trimethoprim-resistant dihydrofolate reductase DfrB1	1.5.1.3	GO:0004146,GO:0006730,GO:0009410,GO:0031427,GO:0046654,GO:0046677		WP_000442373.1	UPI0000000584	UniRef100_P00383,UniRef50_P00383,UniRef90_P00383
OW849321.1|integron_01|OW849321.1_415	208	aac(6')-Ib	AAC(6')-Ib family aminoglycoside 6'-N-acetyltransferase	2.3.1.82		COG1670,JO		UPI0002A17C21	UniRef100_A0AAE9PX41,UniRef50_A0A6P1J1R6,UniRef90_D9MWQ6
OW849321.1|integron_01|OW849321.1_416	266	blaVIM-1	subclass B1 metallo-beta-lactamase VIM-1	3.5.2.6	GO:0008800,GO:0016787,GO:0017001,GO:0042597,GO:0046677,GO:0046872		WP_013263789.1	UPI00000BF108	UniRef100_A0A0F7KYQ8,UniRef50_A0A0F7KYQ8,UniRef90_A0A0F7KYQ8
OW849321.1|integron_02|OW849321.1_420	157	dfrA16	trimethoprim-resistant dihydrofolate reductase DfrA16	1.5.1.3	GO:0004146				UniRef50_Q934B2,UniRef90_Q934B2
OW849321.1|integron_02|OW849321.1_421	263	aadA2	ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA2	2.7.7.47	GO:0005524,GO:0009012,GO:0046677		WP_001261740.1	UPI00000B27E9	UniRef100_A0A6G8FA23,UniRef50_P0AG05,UniRef90_P14511
OW849321.1|integron_02|OW849321.1_422	115	qacEdelta1	quaternary ammonium compound efflux SMR transporter QacE delta 1		GO:0005886,GO:0016020,GO:0022857	COG2076,V	WP_000679427.1	UPI0000000BEC	UniRef100_P0AA22,UniRef50_P0AA22,UniRef90_P0AA22
OW849321.1|integron_03|OW849321.1_453	115	qacEdelta1	quaternary ammonium compound efflux SMR transporter QacE delta 1		GO:0005886,GO:0016020,GO:0022857	COG2076,V	WP_000679427.1	UPI0000000BEC	UniRef100_P0AA22,UniRef50_P0AA22,UniRef90_P0AA22
OW849321.1|integron_03|OW849321.1_454	259	aadA2	ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA2	2.7.7.47	GO:0005524,GO:0009012,GO:0046677			UPI001D5A5E64	UniRef100_A0A6G8FA23,UniRef50_P0AG05,UniRef90_P14511
OW849321.1|integron_03|OW849321.1_455	198	ant(2'')-Ia	aminoglycoside nucleotidyltransferase ANT(2'')-Ia	2.7.7.46				UPI0003B04C42	UniRef100_A0A2R4KLR4,UniRef50_Q6X3H6,UniRef90_Q6X3H6
OW849326.1|integron_01|OW849326.1_160	157	dfrA14	trimethoprim-resistant dihydrofolate reductase DfrA14	1.5.1.3	GO:0004146	COG0262,H	WP_004201280.1	UPI00005051FA	UniRef100_F8T8W2,UniRef50_P95524,UniRef90_F8T8W2
OW849326.1|integron_01|OW849326.1_161	88	mobC	MobC				WP_001144737.1	UPI000182469C	UniRef100_T2FLB2,UniRef50_A0A2Z2H7T6,UniRef90_T2FLB2
OW849326.1|integron_02|OW849326.1_170	199	aac(6')-Ib	fluoroquinolone-acetylating aminoglycoside 6'-N-acetyltransferase AAC(6')-Ib-cr	2.3.1.82			WP_001749987.1	UPI00002265A7	UniRef100_C7S9C9,UniRef50_P19650,UniRef90_C7S9C9
OW849326.1|integron_02|OW849326.1_171	291	blaOXA	OXA-1 family class D beta-lactamase	3.5.2.6	GO:0008658,GO:0008800,GO:0017001,GO:0042597,GO:0046677	COG2602,V		UPI0001B22EC6	UniRef100_P13661,UniRef50_P13661,UniRef90_P13661
OW849326.1|integron_02|OW849326.1_172	182	catB3	type B-3 chloramphenicol O-acetyltransferase CatB3				WP_012783949.1	UPI0001B22EC7	UniRef100_C7S9D1,UniRef50_C7S9D1,UniRef90_C7S9D1
OW849336.1|integron_01|OW849336.1_142	94		Resolvease/recombinase					UPI00000D137B	UniRef100_A0A221ZPW9,UniRef50_A0A221ZPW9,UniRef90_A0A221ZPW9
OW849336.1|integron_01|OW849336.1_143	157	dfrA14	trimethoprim-resistant dihydrofolate reductase DfrA14	1.5.1.3	GO:0004146	COG0262,H	WP_004201280.1	UPI00005051FA	UniRef100_F8T8W2,UniRef50_P95524,UniRef90_F8T8W2
OW849336.1|integron_02|OW849336.1_158	199	aac(6')-Ib	fluoroquinolone-acetylating aminoglycoside 6'-N-acetyltransferase AAC(6')-Ib-cr	2.3.1.82			WP_001749987.1	UPI00002265A7	UniRef100_C7S9C9,UniRef50_P19650,UniRef90_C7S9C9
OW849336.1|integron_02|OW849336.1_159	291	blaOXA	OXA-1 family class D beta-lactamase	3.5.2.6	GO:0008658,GO:0008800,GO:0017001,GO:0042597,GO:0046677	COG2602,V		UPI0001B22EC6	UniRef100_P13661,UniRef50_P13661,UniRef90_P13661
OW849336.1|integron_02|OW849336.1_160	182	catB3	type B-3 chloramphenicol O-acetyltransferase CatB3				WP_012783949.1	UPI0001B22EC7	UniRef100_C7S9D1,UniRef50_C7S9D1,UniRef90_C7S9D1
OW849345.1|integron_01|OW849345.1_112	157	dfrA14	trimethoprim-resistant dihydrofolate reductase DfrA14	1.5.1.3	GO:0004146	COG0262,H	WP_004201280.1	UPI00005051FA	UniRef100_F8T8W2,UniRef50_P95524,UniRef90_F8T8W2
OW849345.1|integron_01|OW849345.1_113	88	mobC	MobC				WP_001144737.1	UPI000182469C	UniRef100_T2FLB2,UniRef50_A0A2Z2H7T6,UniRef90_T2FLB2
OW849352.1|integron_01|OW849352.1_60	199	aac(6')-Ib	fluoroquinolone-acetylating aminoglycoside 6'-N-acetyltransferase AAC(6')-Ib-cr	2.3.1.82			WP_001749987.1	UPI00002265A7	UniRef100_C7S9C9,UniRef50_P19650,UniRef90_C7S9C9
OW849352.1|integron_01|OW849352.1_61	291	blaOXA	OXA-1 family class D beta-lactamase	3.5.2.6	GO:0008658,GO:0008800,GO:0017001,GO:0042597,GO:0046677	COG2602,V		UPI0001B22EC6	UniRef100_P13661,UniRef50_P13661,UniRef90_P13661
OW849352.1|integron_01|OW849352.1_62	182	catB3	type B-3 chloramphenicol O-acetyltransferase CatB3				WP_012783949.1	UPI0001B22EC7	UniRef100_C7S9D1,UniRef50_C7S9D1,UniRef90_C7S9D1
OW849352.1|integron_01|OW849352.1_63	153		IS6 family transposase		GO:0004803		WP_042856892.1	UPI0005B4B97B	UniRef100_A0A377F5L8,UniRef50_C7EZD9,UniRef90_A0A377F5L8
OW849352.1|integron_01|OW849352.1_64	234	tnp	IS6 family IS15DIV transposase		GO:0004803	COG3316,X	WP_001067855.1	UPI0000003DD8	UniRef100_A0A6H1PZP7,UniRef50_Q573Q1,UniRef90_A0A6H1PZP7
OW849352.1|integron_01|OW849352.1_65	140		Truncated resolvase						UniRef50_Q0QC86
OW849357.1|integron_01|OW849357.1_102	266	blaVIM-1	subclass B1 metallo-beta-lactamase VIM-1	3.5.2.6	GO:0008800,GO:0016787,GO:0017001,GO:0042597,GO:0046677,GO:0046872		WP_013263789.1	UPI00000BF108	UniRef100_A0A0F7KYQ8,UniRef50_A0A0F7KYQ8,UniRef90_A0A0F7KYQ8
OW849357.1|integron_01|OW849357.1_103	208	aac(6')-Ib	AAC(6')-Ib family aminoglycoside 6'-N-acetyltransferase	2.3.1.82		COG1670,JO		UPI0002A17C21	UniRef100_A0AAE9PX41,UniRef50_A0A6P1J1R6,UniRef90_D9MWQ6
OW849357.1|integron_01|OW849357.1_104	78	dfrB1	trimethoprim-resistant dihydrofolate reductase DfrB1	1.5.1.3	GO:0004146,GO:0006730,GO:0009410,GO:0031427,GO:0046654,GO:0046677		WP_000442373.1	UPI0000000584	UniRef100_P00383,UniRef50_P00383,UniRef90_P00383
OW849357.1|integron_01|OW849357.1_105	259	aadA1	ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA1	2.7.7.47					UniRef50_Q51348,UniRef90_A5YVY0
OW849357.1|integron_01|OW849357.1_106	199	aac(6')-Ib	fluoroquinolone-acetylating aminoglycoside 6'-N-acetyltransferase AAC(6')-Ib-cr	2.3.1.82			WP_001749987.1	UPI00002265A7	UniRef100_C7S9C9,UniRef50_P19650,UniRef90_C7S9C9
OW849357.1|integron_01|OW849357.1_107	291	blaOXA	OXA-1 family class D beta-lactamase	3.5.2.6	GO:0008658,GO:0008800,GO:0017001,GO:0042597,GO:0046677	COG2602,V		UPI0001B22EC6	UniRef100_P13661,UniRef50_P13661,UniRef90_P13661
OW849357.1|integron_01|OW849357.1_108	210	catB3	type B-3 chloramphenicol O-acetyltransferase CatB3	2.3.1.28	GO:0008811,GO:0016740,GO:0046677	COG0110,R	WP_000186237.1	UPI0000000D0A	UniRef100_P50868,UniRef50_P26841,UniRef90_P50868
OW849357.1|integron_01|OW849357.1_109	150	arr-3	NAD(+)--rifampin ADP-ribosyltransferase Arr-3				WP_001749986.1	UPI000005E9A4	UniRef100_A0A5P1MSY4,UniRef50_A0A5P1MSY4,UniRef90_A0A5P1MSY4
OW849357.1|integron_01|OW849357.1_110	115	qacEdelta1	quaternary ammonium compound efflux SMR transporter QacE delta 1		GO:0005886,GO:0016020,GO:0022857	COG2076,V	WP_000679427.1	UPI0000000BEC	UniRef100_P0AA22,UniRef50_P0AA22,UniRef90_P0AA22
OW849357.1|integron_02|OW849357.1_131	157	dfrA16	trimethoprim-resistant dihydrofolate reductase DfrA16	1.5.1.3	GO:0004146				UniRef50_Q934B2,UniRef90_Q934B2
OW849357.1|integron_02|OW849357.1_132	263	aadA2	ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA2	2.7.7.47	GO:0005524,GO:0009012,GO:0046677		WP_001261740.1	UPI00000B27E9	UniRef100_A0A6G8FA23,UniRef50_P0AG05,UniRef90_P14511
OW849357.1|integron_02|OW849357.1_133	115	qacEdelta1	quaternary ammonium compound efflux SMR transporter QacE delta 1		GO:0005886,GO:0016020,GO:0022857	COG2076,V	WP_000679427.1	UPI0000000BEC	UniRef100_P0AA22,UniRef50_P0AA22,UniRef90_P0AA22
OW849357.1|integron_03|OW849357.1_153	198	ant(2'')-Ia	aminoglycoside nucleotidyltransferase ANT(2'')-Ia	2.7.7.46				UPI0003B04C42	UniRef100_A0A2R4KLR4,UniRef50_Q6X3H6,UniRef90_Q6X3H6
OW849357.1|integron_03|OW849357.1_154	259	aadA2	ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA2	2.7.7.47	GO:0005524,GO:0009012,GO:0046677			UPI001D5A5E64	UniRef100_A0A6G8FA23,UniRef50_P0AG05,UniRef90_P14511
OW849357.1|integron_03|OW849357.1_155	115	qacEdelta1	quaternary ammonium compound efflux SMR transporter QacE delta 1		GO:0005886,GO:0016020,GO:0022857	COG2076,V	WP_000679427.1	UPI0000000BEC	UniRef100_P0AA22,UniRef50_P0AA22,UniRef90_P0AA22
OW849361.1|integron_01|OW849361.1_48	94		Resolvease/recombinase					UPI00000D137B	UniRef100_A0A221ZPW9,UniRef50_A0A221ZPW9,UniRef90_A0A221ZPW9
OW849361.1|integron_01|OW849361.1_49	157	dfrA14	trimethoprim-resistant dihydrofolate reductase DfrA14	1.5.1.3	GO:0004146	COG0262,H	WP_004201280.1	UPI00005051FA	UniRef100_F8T8W2,UniRef50_P95524,UniRef90_F8T8W2
OW849361.1|integron_02|OW849361.1_62	199	aac(6')-Ib	fluoroquinolone-acetylating aminoglycoside 6'-N-acetyltransferase AAC(6')-Ib-cr	2.3.1.82			WP_001749987.1	UPI00002265A7	UniRef100_C7S9C9,UniRef50_P19650,UniRef90_C7S9C9
OW849361.1|integron_02|OW849361.1_63	291	blaOXA	OXA-1 family class D beta-lactamase	3.5.2.6	GO:0008658,GO:0008800,GO:0017001,GO:0042597,GO:0046677	COG2602,V		UPI0001B22EC6	UniRef100_P13661,UniRef50_P13661,UniRef90_P13661
OW849361.1|integron_02|OW849361.1_64	182	catB3	type B-3 chloramphenicol O-acetyltransferase CatB3				WP_012783949.1	UPI0001B22EC7	UniRef100_C7S9D1,UniRef50_C7S9D1,UniRef90_C7S9D1
OW849366.1|integron_01|OW849366.1_88	115	qacEdelta1	quaternary ammonium compound efflux SMR transporter QacE delta 1		GO:0005886,GO:0016020,GO:0022857	COG2076,V	WP_000679427.1	UPI0000000BEC	UniRef100_P0AA22,UniRef50_P0AA22,UniRef90_P0AA22
OW849366.1|integron_01|OW849366.1_89	259	aadA2	ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA2	2.7.7.47	GO:0005524,GO:0009012,GO:0046677			UPI001D5A5E64	UniRef100_A0A6G8FA23,UniRef50_P0AG05,UniRef90_P14511
OW849366.1|integron_01|OW849366.1_90	165	dfrA12	trimethoprim-resistant dihydrofolate reductase DfrA12	1.5.1.3	GO:0004146		WP_001083725.1	UPI00000BF132	UniRef100_Q79DQ2,UniRef50_Q59408,UniRef90_Q79DQ2
OW849367.1|integron_01|OW849367.1_17	79		hypothetical protein				WP_024623226.1	UPI0003FD25A5	UniRef100_A0A809T1N0,UniRef50_A0A809T1N0,UniRef90_A0A809T1N0
OW849367.1|integron_01|OW849367.1_18	234	tnp	IS6 family IS15DIV transposase		GO:0004803	COG3316,X	WP_001067855.1	UPI0000003DD8	UniRef100_A0A6H1PZP7,UniRef50_Q573Q1,UniRef90_A0A6H1PZP7
OW849367.1|integron_01|OW849367.1_19	182	catB3	type B-3 chloramphenicol O-acetyltransferase CatB3				WP_012783949.1	UPI0001B22EC7	UniRef100_C7S9D1,UniRef50_C7S9D1,UniRef90_C7S9D1
OW849367.1|integron_01|OW849367.1_20	291	blaOXA	OXA-1 family class D beta-lactamase	3.5.2.6	GO:0008658,GO:0008800,GO:0017001,GO:0042597,GO:0046677	COG2602,V		UPI0001B22EC6	UniRef100_P13661,UniRef50_P13661,UniRef90_P13661
OW849367.1|integron_01|OW849367.1_21	199	aac(6')-Ib	fluoroquinolone-acetylating aminoglycoside 6'-N-acetyltransferase AAC(6')-Ib-cr	2.3.1.82			WP_001749987.1	UPI00002265A7	UniRef100_C7S9C9,UniRef50_P19650,UniRef90_C7S9C9
OW849370.1|integron_01|OW849370.1_103	198	ant(2'')-Ia	aminoglycoside nucleotidyltransferase ANT(2'')-Ia	2.7.7.46				UPI0003B04C42	UniRef100_A0A2R4KLR4,UniRef50_Q6X3H6,UniRef90_Q6X3H6
OW849370.1|integron_01|OW849370.1_104	259	aadA2	ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA2	2.7.7.47	GO:0005524,GO:0009012,GO:0046677			UPI001D5A5E64	UniRef100_A0A6G8FA23,UniRef50_P0AG05,UniRef90_P14511
OW849370.1|integron_01|OW849370.1_105	115	qacEdelta1	quaternary ammonium compound efflux SMR transporter QacE delta 1		GO:0005886,GO:0016020,GO:0022857	COG2076,V	WP_000679427.1	UPI0000000BEC	UniRef100_P0AA22,UniRef50_P0AA22,UniRef90_P0AA22
OW849384.1|integron_01|OW849384.1_1	234	tnp	IS6 family IS15DIV transposase		GO:0004803	COG3316,X	WP_001067855.1	UPI0000003DD8	UniRef100_A0A6H1PZP7,UniRef50_Q573Q1,UniRef90_A0A6H1PZP7
OW849384.1|integron_01|OW849384.1_37	165	dfrA12	trimethoprim-resistant dihydrofolate reductase DfrA12	1.5.1.3	GO:0004146		WP_001083725.1	UPI00000BF132	UniRef100_Q79DQ2,UniRef50_Q59408,UniRef90_Q79DQ2
OW849384.1|integron_01|OW849384.1_38	259	aadA2	ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA2	2.7.7.47	GO:0005524,GO:0009012,GO:0046677			UPI001D5A5E64	UniRef100_A0A6G8FA23,UniRef50_P0AG05,UniRef90_P14511
OW849384.1|integron_01|OW849384.1_39	115	qacEdelta1	quaternary ammonium compound efflux SMR transporter QacE delta 1		GO:0005886,GO:0016020,GO:0022857	COG2076,V	WP_000679427.1	UPI0000000BEC	UniRef100_P0AA22,UniRef50_P0AA22,UniRef90_P0AA22
OW849384.1|integron_01|OW849384.1_40	279	sul1	sulfonamide-resistant dihydropteroate synthase Sul1	2.5.1.15	GO:0004156,GO:0005829,GO:0046654,GO:0046656,GO:0046872	COG0294,H	WP_000259031.1	UPI000000029B	UniRef100_P0C002,UniRef50_P0C002,UniRef90_P0C002
OW849384.1|integron_01|OW849384.1_41	166		GCN5-related N-acetyltransferase						UniRef50_A0A899NBB6,UniRef90_E6W491
OW849384.1|integron_01|OW849384.1_42	330		Putative ATP-binding protein						UniRef50_A0A7W5YNY1,UniRef90_A0A6H1QAD4
OW849384.1|integron_01|OW849384.1_43	128	tniA	TniA transposase						UniRef50_A0AA37FP07,UniRef90_A0AA37FP07
OW849396.1|integron_01|OW849396.1_88	182	catB3	type B-3 chloramphenicol O-acetyltransferase CatB3				WP_012783949.1	UPI0001B22EC7	UniRef100_C7S9D1,UniRef50_C7S9D1,UniRef90_C7S9D1
OW849396.1|integron_01|OW849396.1_89	291	blaOXA	OXA-1 family class D beta-lactamase	3.5.2.6	GO:0008658,GO:0008800,GO:0017001,GO:0042597,GO:0046677	COG2602,V		UPI0001B22EC6	UniRef100_P13661,UniRef50_P13661,UniRef90_P13661
OW849396.1|integron_01|OW849396.1_90	199	aac(6')-Ib	fluoroquinolone-acetylating aminoglycoside 6'-N-acetyltransferase AAC(6')-Ib-cr	2.3.1.82			WP_001749987.1	UPI00002265A7	UniRef100_C7S9C9,UniRef50_P19650,UniRef90_C7S9C9
OW849406.1|integron_01|OW849406.1_192	88	mobC	MobC				WP_001144737.1	UPI000182469C	UniRef100_T2FLB2,UniRef50_A0A2Z2H7T6,UniRef90_T2FLB2
OW849406.1|integron_01|OW849406.1_193	152	dfrA14	trimethoprim-resistant dihydrofolate reductase DfrA14	1.5.1.3	GO:0004146	COG0262,H	WP_000719073.1	UPI0001DCA4B5	UniRef100_F8T8W2,UniRef50_P95524,UniRef90_F8T8W2
OW849406.1|integron_02|OW849406.1_208	199	aac(6')-Ib	fluoroquinolone-acetylating aminoglycoside 6'-N-acetyltransferase AAC(6')-Ib-cr	2.3.1.82			WP_001749987.1	UPI00002265A7	UniRef100_C7S9C9,UniRef50_P19650,UniRef90_C7S9C9
OW849406.1|integron_02|OW849406.1_209	291	blaOXA	OXA-1 family class D beta-lactamase	3.5.2.6	GO:0008658,GO:0008800,GO:0017001,GO:0042597,GO:0046677	COG2602,V		UPI0001B22EC6	UniRef100_P13661,UniRef50_P13661,UniRef90_P13661
OW849406.1|integron_02|OW849406.1_210	182	catB3	type B-3 chloramphenicol O-acetyltransferase CatB3				WP_012783949.1	UPI0001B22EC7	UniRef100_C7S9D1,UniRef50_C7S9D1,UniRef90_C7S9D1
OW849410.1|integron_01|OW849410.1_139	157	dfrA14	trimethoprim-resistant dihydrofolate reductase DfrA14	1.5.1.3	GO:0004146	COG0262,H	WP_004201280.1	UPI00005051FA	UniRef100_F8T8W2,UniRef50_P95524,UniRef90_F8T8W2
OW849410.1|integron_01|OW849410.1_140	94		Resolvease/recombinase					UPI00000D137B	UniRef100_A0A221ZPW9,UniRef50_A0A221ZPW9,UniRef90_A0A221ZPW9
OW849413.1|integron_01|OW849413.1_22	182	catB3	type B-3 chloramphenicol O-acetyltransferase CatB3				WP_012783949.1	UPI0001B22EC7	UniRef100_C7S9D1,UniRef50_C7S9D1,UniRef90_C7S9D1
OW849413.1|integron_01|OW849413.1_23	291	blaOXA	OXA-1 family class D beta-lactamase	3.5.2.6	GO:0008658,GO:0008800,GO:0017001,GO:0042597,GO:0046677	COG2602,V		UPI0001B22EC6	UniRef100_P13661,UniRef50_P13661,UniRef90_P13661
OW849413.1|integron_01|OW849413.1_24	199	aac(6')-Ib	fluoroquinolone-acetylating aminoglycoside 6'-N-acetyltransferase AAC(6')-Ib-cr	2.3.1.82			WP_001749987.1	UPI00002265A7	UniRef100_C7S9C9,UniRef50_P19650,UniRef90_C7S9C9
OW849413.1|integron_02|OW849413.1_39	199	aac(6')-Ib	fluoroquinolone-acetylating aminoglycoside 6'-N-acetyltransferase AAC(6')-Ib-cr	2.3.1.82			WP_001749987.1	UPI00002265A7	UniRef100_C7S9C9,UniRef50_P19650,UniRef90_C7S9C9
OW849413.1|integron_02|OW849413.1_40	150	arr-3	NAD(+)--rifampin ADP-ribosyltransferase Arr-3				WP_001749986.1	UPI000005E9A4	UniRef100_A0A5P1MSY4,UniRef50_A0A5P1MSY4,UniRef90_A0A5P1MSY4
OW849413.1|integron_02|OW849413.1_41	157	dfrA27	trimethoprim-resistant dihydrofolate reductase DfrA27	1.5.1.3	GO:0004146			UPI00017219FA	UniRef100_A0A8E8H195,UniRef50_P11731,UniRef90_B2ZNP4
OW849413.1|integron_02|OW849413.1_42	281	aadA16	ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA16	2.7.7.47			WP_001749984.1	UPI000174F1BA	UniRef100_A0A068B2M4,UniRef50_P0AG05,UniRef90_B3V3X6
OW849413.1|integron_02|OW849413.1_43	115	qacEdelta1	quaternary ammonium compound efflux SMR transporter QacE delta 1		GO:0005886,GO:0016020,GO:0022857	COG2076,V	WP_000679427.1	UPI0000000BEC	UniRef100_P0AA22,UniRef50_P0AA22,UniRef90_P0AA22
OW849428.1|integron_01|OW849428.1_25	199	aac(6')-Ib	fluoroquinolone-acetylating aminoglycoside 6'-N-acetyltransferase AAC(6')-Ib-cr	2.3.1.82			WP_001749987.1	UPI00002265A7	UniRef100_C7S9C9,UniRef50_P19650,UniRef90_C7S9C9
OW849428.1|integron_01|OW849428.1_26	291	blaOXA	OXA-1 family class D beta-lactamase	3.5.2.6	GO:0008658,GO:0008800,GO:0017001,GO:0042597,GO:0046677	COG2602,V		UPI0001B22EC6	UniRef100_P13661,UniRef50_P13661,UniRef90_P13661
OW849428.1|integron_01|OW849428.1_27	210	catB3	type B-3 chloramphenicol O-acetyltransferase CatB3	2.3.1.28	GO:0008811,GO:0016740,GO:0046677	COG0110,R	WP_000186237.1	UPI0000000D0A	UniRef100_P50868,UniRef50_P26841,UniRef90_P50868
OW849428.1|integron_01|OW849428.1_28	150	arr-3	NAD(+)--rifampin ADP-ribosyltransferase Arr-3				WP_001749986.1	UPI000005E9A4	UniRef100_A0A5P1MSY4,UniRef50_A0A5P1MSY4,UniRef90_A0A5P1MSY4
OW849428.1|integron_01|OW849428.1_29	115	qacEdelta1	quaternary ammonium compound efflux SMR transporter QacE delta 1		GO:0005886,GO:0016020,GO:0022857	COG2076,V	WP_000679427.1	UPI0000000BEC	UniRef100_P0AA22,UniRef50_P0AA22,UniRef90_P0AA22
OW849432.1|integron_01|OW849432.1_27	199	aac(6')-Ib	fluoroquinolone-acetylating aminoglycoside 6'-N-acetyltransferase AAC(6')-Ib-cr	2.3.1.82			WP_001749987.1	UPI00002265A7	UniRef100_C7S9C9,UniRef50_P19650,UniRef90_C7S9C9
OW849432.1|integron_01|OW849432.1_28	291	blaOXA	OXA-1 family class D beta-lactamase	3.5.2.6	GO:0008658,GO:0008800,GO:0017001,GO:0042597,GO:0046677	COG2602,V		UPI0001B22EC6	UniRef100_P13661,UniRef50_P13661,UniRef90_P13661
OW849432.1|integron_01|OW849432.1_29	210	catB3	type B-3 chloramphenicol O-acetyltransferase CatB3	2.3.1.28	GO:0008811,GO:0016740,GO:0046677	COG0110,R	WP_000186237.1	UPI0000000D0A	UniRef100_P50868,UniRef50_P26841,UniRef90_P50868
OW849432.1|integron_01|OW849432.1_30	150	arr-3	NAD(+)--rifampin ADP-ribosyltransferase Arr-3				WP_001749986.1	UPI000005E9A4	UniRef100_A0A5P1MSY4,UniRef50_A0A5P1MSY4,UniRef90_A0A5P1MSY4
OW849432.1|integron_01|OW849432.1_31	115	qacEdelta1	quaternary ammonium compound efflux SMR transporter QacE delta 1		GO:0005886,GO:0016020,GO:0022857	COG2076,V	WP_000679427.1	UPI0000000BEC	UniRef100_P0AA22,UniRef50_P0AA22,UniRef90_P0AA22
OW849441.1|integron_01|OW849441.1_89	157	dfrA14	trimethoprim-resistant dihydrofolate reductase DfrA14	1.5.1.3	GO:0004146	COG0262,H	WP_004201280.1	UPI00005051FA	UniRef100_F8T8W2,UniRef50_P95524,UniRef90_F8T8W2
OW849441.1|integron_01|OW849441.1_90	94		Resolvease/recombinase					UPI00000D137B	UniRef100_A0A221ZPW9,UniRef50_A0A221ZPW9,UniRef90_A0A221ZPW9
OW849447.1|integron_01|OW849447.1_75	115	qacEdelta1	quaternary ammonium compound efflux SMR transporter QacE delta 1		GO:0005886,GO:0016020,GO:0022857	COG2076,V	WP_000679427.1	UPI0000000BEC	UniRef100_P0AA22,UniRef50_P0AA22,UniRef90_P0AA22
OW849447.1|integron_01|OW849447.1_76	259	aadA2	ANT(3'')-Ia family aminoglycoside nucleotidyltransferase AadA2	2.7.7.47	GO:0005524,GO:0009012,GO:0046677			UPI001D5A5E64	UniRef100_A0A6G8FA23,UniRef50_P0AG05,UniRef90_P14511
